maze_size,obstacle_density,maze_complexity_score,algorithm,path_length,optimality_ratio,success_rate,computation_time,nodes_expanded,token_usage,raw_output,path_validity_check,scenario
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_zero_shot_ascii,1.0,1.0,1.0,0.5210672,,182.0,"[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_zero_shot_coordinate_list,1.0,1.0,1.0,0.520304,,172.0,"[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_zero_shot_flattened_array,1.0,1.0,1.0,0.521024,,193.0,"[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_few_shot_ascii,1.0,1.0,1.0,0.5236016,,195.0,"[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_few_shot_coordinate_list,1.0,1.0,1.0,0.524336,,222.0,"[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_few_shot_flattened_array,1.0,1.0,1.0,0.524912,,196.0,"[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_chain_of_thought_ascii,3.0,3.0,1.0,0.5584496,,290.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (2, 1), Goal is (3, 1). The shortest path found consists of 1 moves: D.
The complete Python path list is:
[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_chain_of_thought_coordinate_list,3.0,3.0,1.0,0.554648,,302.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (2, 1), Goal is (3, 1). The shortest path found consists of 1 moves: D.
The complete Python path list is:
[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_chain_of_thought_flattened_array,3.0,3.0,1.0,0.555728,,295.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (2, 1), Goal is (3, 1). The shortest path found consists of 1 moves: D.
The complete Python path list is:
[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_zero_shot_ascii,1.0,1.0,1.0,0.5140448,,166.0,"[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_zero_shot_coordinate_list,1.0,1.0,1.0,0.513536,,173.0,"[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_zero_shot_flattened_array,1.0,1.0,1.0,0.514016,,167.0,"[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_few_shot_ascii,1.0,1.0,1.0,0.5157344,,169.0,"[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_few_shot_coordinate_list,1.0,1.0,1.0,0.516224,,224.0,"[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_few_shot_flattened_array,1.0,1.0,1.0,0.516608,,226.0,"[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_chain_of_thought_ascii,3.0,3.0,1.0,0.5389664,,302.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (2, 1), Goal is (3, 1). The shortest path found consists of 1 moves: D.
The complete Python path list is:
[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_chain_of_thought_coordinate_list,3.0,3.0,1.0,0.536432,,269.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (2, 1), Goal is (3, 1). The shortest path found consists of 1 moves: D.
The complete Python path list is:
[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_chain_of_thought_flattened_array,3.0,3.0,1.0,0.537152,,279.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (2, 1), Goal is (3, 1). The shortest path found consists of 1 moves: D.
The complete Python path list is:
[(2, 1), (3, 1)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,BFS,1.0,1.0,1.0,1.9073486328125e-05,4.0,,,True,Random_0.1D
"(4, 4)",0.0625,6.25,A_Star,1.0,1.0,1.0,9.775161743164062e-06,2.0,,,True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_zero_shot_ascii,1.0,1.0,1.0,0.511704,,165.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_zero_shot_coordinate_list,1.0,1.0,1.0,0.51128,,161.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_zero_shot_flattened_array,1.0,1.0,1.0,0.51168,,189.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_few_shot_ascii,1.0,1.0,1.0,0.513112,,178.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_few_shot_coordinate_list,1.0,1.0,1.0,0.51352,,187.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_few_shot_flattened_array,1.0,1.0,1.0,0.51384,,229.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_chain_of_thought_ascii,3.0,3.0,1.0,0.5324720000000001,,292.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (3, 1), Goal is (3, 2). The shortest path found consists of 1 moves: R.
The complete Python path list is:
[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_chain_of_thought_coordinate_list,3.0,3.0,1.0,0.53036,,274.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (3, 1), Goal is (3, 2). The shortest path found consists of 1 moves: R.
The complete Python path list is:
[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_chain_of_thought_flattened_array,3.0,3.0,1.0,0.53096,,294.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (3, 1), Goal is (3, 2). The shortest path found consists of 1 moves: R.
The complete Python path list is:
[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_zero_shot_ascii,1.0,1.0,1.0,0.5210672,,187.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_zero_shot_coordinate_list,1.0,1.0,1.0,0.520304,,162.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_zero_shot_flattened_array,1.0,1.0,1.0,0.521024,,193.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_few_shot_ascii,1.0,1.0,1.0,0.5236016,,166.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_few_shot_coordinate_list,1.0,1.0,1.0,0.524336,,190.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_few_shot_flattened_array,1.0,1.0,1.0,0.524912,,194.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_chain_of_thought_ascii,3.0,3.0,1.0,0.5584496,,273.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (3, 1), Goal is (3, 2). The shortest path found consists of 1 moves: R.
The complete Python path list is:
[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_chain_of_thought_coordinate_list,3.0,3.0,1.0,0.554648,,297.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (3, 1), Goal is (3, 2). The shortest path found consists of 1 moves: R.
The complete Python path list is:
[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_chain_of_thought_flattened_array,3.0,3.0,1.0,0.555728,,313.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (3, 1), Goal is (3, 2). The shortest path found consists of 1 moves: R.
The complete Python path list is:
[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_zero_shot_ascii,1.0,1.0,1.0,0.5140448,,187.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_zero_shot_coordinate_list,1.0,1.0,1.0,0.513536,,158.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_zero_shot_flattened_array,1.0,1.0,1.0,0.514016,,162.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_few_shot_ascii,1.0,1.0,1.0,0.5157344,,192.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_few_shot_coordinate_list,1.0,1.0,1.0,0.516224,,222.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_few_shot_flattened_array,1.0,1.0,1.0,0.516608,,211.0,"[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_chain_of_thought_ascii,3.0,3.0,1.0,0.5389664,,285.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (3, 1), Goal is (3, 2). The shortest path found consists of 1 moves: R.
The complete Python path list is:
[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_chain_of_thought_coordinate_list,3.0,3.0,1.0,0.536432,,302.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (3, 1), Goal is (3, 2). The shortest path found consists of 1 moves: R.
The complete Python path list is:
[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_chain_of_thought_flattened_array,3.0,3.0,1.0,0.537152,,291.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (3, 1), Goal is (3, 2). The shortest path found consists of 1 moves: R.
The complete Python path list is:
[(3, 1), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,BFS,4.0,1.0,1.0,3.9577484130859375e-05,12.0,,,True,Random_0.1D
"(4, 4)",0.0625,6.25,A_Star,4.0,1.0,1.0,3.2901763916015625e-05,5.0,,,True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_zero_shot_ascii,4.0,1.0,1.0,0.511704,,175.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_zero_shot_coordinate_list,4.0,1.0,1.0,0.51128,,188.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_zero_shot_flattened_array,4.0,1.0,1.0,0.51168,,185.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_few_shot_ascii,4.0,1.0,1.0,0.513112,,182.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_few_shot_coordinate_list,4.0,1.0,1.0,0.51352,,199.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_few_shot_flattened_array,4.0,1.0,1.0,0.51384,,207.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_chain_of_thought_ascii,inf,inf,0.0,0.5324720000000001,,296.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (0, 1), Goal is (3, 2). The shortest path found consists of 4 moves: R D D D.
The complete Python path list is:
[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",False,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_chain_of_thought_coordinate_list,inf,inf,0.0,0.53036,,283.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (0, 1), Goal is (3, 2). The shortest path found consists of 4 moves: R D D D.
The complete Python path list is:
[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",False,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-3.5-turbo_chain_of_thought_flattened_array,inf,inf,0.0,0.53096,,310.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (0, 1), Goal is (3, 2). The shortest path found consists of 4 moves: R D D D.
The complete Python path list is:
[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",False,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_zero_shot_ascii,4.0,1.0,1.0,0.5210672,,159.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_zero_shot_coordinate_list,4.0,1.0,1.0,0.520304,,184.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_zero_shot_flattened_array,4.0,1.0,1.0,0.521024,,199.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_few_shot_ascii,4.0,1.0,1.0,0.5236016,,208.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_few_shot_coordinate_list,4.0,1.0,1.0,0.524336,,208.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_few_shot_flattened_array,4.0,1.0,1.0,0.524912,,219.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_chain_of_thought_ascii,inf,inf,0.0,0.5584496,,291.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (0, 1), Goal is (3, 2). The shortest path found consists of 4 moves: R D D D.
The complete Python path list is:
[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",False,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_chain_of_thought_coordinate_list,inf,inf,0.0,0.554648,,301.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (0, 1), Goal is (3, 2). The shortest path found consists of 4 moves: R D D D.
The complete Python path list is:
[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",False,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4-turbo_chain_of_thought_flattened_array,inf,inf,0.0,0.555728,,307.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (0, 1), Goal is (3, 2). The shortest path found consists of 4 moves: R D D D.
The complete Python path list is:
[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",False,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_zero_shot_ascii,4.0,1.0,1.0,0.5140448,,198.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_zero_shot_coordinate_list,4.0,1.0,1.0,0.513536,,206.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_zero_shot_flattened_array,4.0,1.0,1.0,0.514016,,191.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_few_shot_ascii,4.0,1.0,1.0,0.5157344,,179.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_few_shot_coordinate_list,4.0,1.0,1.0,0.516224,,218.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_few_shot_flattened_array,4.0,1.0,1.0,0.516608,,210.0,"[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",True,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_chain_of_thought_ascii,inf,inf,0.0,0.5389664,,298.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (0, 1), Goal is (3, 2). The shortest path found consists of 4 moves: R D D D.
The complete Python path list is:
[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",False,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_chain_of_thought_coordinate_list,inf,inf,0.0,0.536432,,305.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (0, 1), Goal is (3, 2). The shortest path found consists of 4 moves: R D D D.
The complete Python path list is:
[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",False,Random_0.1D
"(4, 4)",0.0625,6.25,LLM_gpt-4o_chain_of_thought_flattened_array,inf,inf,0.0,0.537152,,291.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (0, 1), Goal is (3, 2). The shortest path found consists of 4 moves: R D D D.
The complete Python path list is:
[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2)]",False,Random_0.1D
"(4, 4)",0.1875,18.75,BFS,3.0,1.0,1.0,2.5272369384765625e-05,7.0,,,True,Random_0.2D
"(4, 4)",0.1875,18.75,A_Star,3.0,1.0,1.0,1.7404556274414062e-05,4.0,,,True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-3.5-turbo_zero_shot_ascii,3.0,1.0,1.0,0.511704,,156.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-3.5-turbo_zero_shot_coordinate_list,3.0,1.0,1.0,0.51152,,175.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-3.5-turbo_zero_shot_flattened_array,3.0,1.0,1.0,0.51168,,194.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-3.5-turbo_few_shot_ascii,3.0,1.0,1.0,0.513112,,194.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-3.5-turbo_few_shot_coordinate_list,3.0,1.0,1.0,0.51384,,233.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-3.5-turbo_few_shot_flattened_array,3.0,1.0,1.0,0.51384,,215.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-3.5-turbo_chain_of_thought_ascii,inf,inf,0.0,0.5324720000000001,,285.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (3, 2), Goal is (1, 1). The shortest path found consists of 3 moves: L U U.
The complete Python path list is:
[(3, 2), (3, 1), (2, 1), (1, 1)]",False,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-3.5-turbo_chain_of_thought_coordinate_list,inf,inf,0.0,0.53084,,305.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (3, 2), Goal is (1, 1). The shortest path found consists of 3 moves: L U U.
The complete Python path list is:
[(3, 2), (3, 1), (2, 1), (1, 1)]",False,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-3.5-turbo_chain_of_thought_flattened_array,inf,inf,0.0,0.53096,,285.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (3, 2), Goal is (1, 1). The shortest path found consists of 3 moves: L U U.
The complete Python path list is:
[(3, 2), (3, 1), (2, 1), (1, 1)]",False,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-4-turbo_zero_shot_ascii,3.0,1.0,1.0,0.5210672,,192.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-4-turbo_zero_shot_coordinate_list,3.0,1.0,1.0,0.520736,,175.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-4-turbo_zero_shot_flattened_array,3.0,1.0,1.0,0.521024,,173.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-4-turbo_few_shot_ascii,3.0,1.0,1.0,0.5236016,,189.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-4-turbo_few_shot_coordinate_list,3.0,1.0,1.0,0.524912,,199.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-4-turbo_few_shot_flattened_array,3.0,1.0,1.0,0.524912,,233.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-4-turbo_chain_of_thought_ascii,inf,inf,0.0,0.5584496,,299.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (3, 2), Goal is (1, 1). The shortest path found consists of 3 moves: L U U.
The complete Python path list is:
[(3, 2), (3, 1), (2, 1), (1, 1)]",False,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-4-turbo_chain_of_thought_coordinate_list,inf,inf,0.0,0.555512,,287.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (3, 2), Goal is (1, 1). The shortest path found consists of 3 moves: L U U.
The complete Python path list is:
[(3, 2), (3, 1), (2, 1), (1, 1)]",False,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-4-turbo_chain_of_thought_flattened_array,inf,inf,0.0,0.555728,,284.0,"Thought Process (Dimensions, Start, Goal, Step-by-Step Plan, Final Path List):
The maze is 4x4. Start is (3, 2), Goal is (1, 1). The shortest path found consists of 3 moves: L U U.
The complete Python path list is:
[(3, 2), (3, 1), (2, 1), (1, 1)]",False,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-4o_zero_shot_ascii,3.0,1.0,1.0,0.5140448,,186.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-4o_zero_shot_coordinate_list,3.0,1.0,1.0,0.513824,,183.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-4o_zero_shot_flattened_array,3.0,1.0,1.0,0.514016,,203.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-4o_few_shot_ascii,3.0,1.0,1.0,0.5157344,,211.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
"(4, 4)",0.1875,18.75,LLM_gpt-4o_few_shot_coordinate_list,3.0,1.0,1.0,0.516608,,235.0,"[(3, 2), (3, 1), (2, 1), (1, 1)]",True,Random_0.2D
